;Name;Latitude;Longitude;Population;Timezone;same_name
89218;Sherwood;41.28727;-84.55356;818;East Coast;City without UK name
89220;Sylvania;41.71894;-83.71299;18965;East Coast;City without UK name
89222;Wauseon;41.54922;-84.14161;7316;East Coast;City without UK name
89224;Ardmore;40.00678;-75.28546;12455;East Coast;City without UK name
89226;Bala-Cynwyd;40.00761;-75.23407;9299;East Coast;City without UK name
89228;Bradenville;40.32146;-79.34004;545;East Coast;City without UK name
89230;Donora;40.1734;-79.85755;4663;East Coast;City without UK name
89232;East Brady;40.9859;-79.6131;911;East Coast;City without UK name
89234;East Earl;40.1101;-76.03272;1144;East Coast;City without UK name
89236;East Pittsburgh;40.39562;-79.83866;1794;East Coast;City without UK name
89238;Eldred;41.95784;-78.3853;808;East Coast;City without UK name
89240;Ellport;40.86395;-80.25895;1141;East Coast;City without UK name
89242;Emigsville;40.02176;-76.72802;2672;East Coast;City without UK name
89244;Freedom;40.68562;-80.25173;1529;East Coast;City without UK name
89246;Hasson Heights;41.44895;-79.677;1351;East Coast;City without UK name
89248;Heilwood;40.6209;-78.91503;711;East Coast;City without UK name
89250;Highspire;40.21092;-76.79108;2378;East Coast;City without UK name
89252;Homer City;40.5434;-79.16226;1652;East Coast;City without UK name
89254;Kenhorst;40.31065;-75.93938;2867;East Coast;City without UK name
89256;Leetsdale;40.56312;-80.20839;1199;East Coast;City without UK name
89258;Light Street;41.0362;-76.42356;1093;East Coast;City without UK name
89260;Ligonier;40.24313;-79.23753;1540;East Coast;City without UK name
89261;Mocanaqua;41.14119;-76.13882;646;East Coast;City without UK name
89262;Mount Joy;40.10982;-76.5033;8071;East Coast;City without UK name
89263;New Tripoli;40.68093;-75.75186;898;East Coast;City without UK name
89264;Oakdale;40.99203;-75.9202;1469;East Coast;City without UK name
89265;Oil City;41.43395;-79.70644;10137;East Coast;City without UK name
89266;Palmer Heights;40.68732;-75.2624;3762;East Coast;City without UK name
89267;Paradise;40.00982;-76.12857;1129;East Coast;City without UK name
89268;Perkasie;40.37205;-75.29268;8471;East Coast;City without UK name
89269;Pine Grove Mills;40.73367;-77.88556;1502;East Coast;City without UK name
89270;Ravine;40.57453;-76.40385;662;East Coast;City without UK name
89271;Schwenksville;40.25621;-75.46379;1398;East Coast;City without UK name
89272;Souderton;40.31177;-75.32518;6747;East Coast;City without UK name
89273;South Williamsport;41.23202;-76.99913;6281;East Coast;City without UK name
89274;Trafford;40.38562;-79.75893;3144;East Coast;City without UK name
89275;Troy;40.91506;-78.2164;1454;East Coast;City without UK name
89276;Tullytown;40.13928;-74.81461;1859;East Coast;City without UK name
89277;Verona;40.50646;-79.8431;2442;East Coast;City without UK name
89278;Wolfdale;40.19285;-80.28784;2888;East Coast;City without UK name
89280;Woxall;40.31066;-75.44879;1318;East Coast;City without UK name
89282;Youngsville;40.78121;-75.47685;1732;East Coast;City without UK name
89284;Youngwood;40.24035;-79.57671;2956;East Coast;City without UK name
89286;Ashaway;41.42343;-71.78562;1485;East Coast;City without UK name
89288;Valley Falls;41.90677;-71.39061;11547;East Coast;City without UK name
89296;Colchester;44.54394;-73.14791;16986;East Coast;City with UK name
89298;Hardwick;44.50478;-72.36816;1345;East Coast;City without UK name
89300;Moretown;44.25089;-72.76095;1660;East Coast;City without UK name
89302;Shelburne;44.38061;-73.22763;592;East Coast;City without UK name
89304;Swanton;44.9181;-73.1243;2370;East Coast;City without UK name
89326;Bantam;41.72454;-73.23623;735;East Coast;City without UK name
89336;American Canyon;38.17492;-122.2608;20554;West Coast;City without UK name
89337;Anaheim;33.83529;-117.9145;350742;West Coast;City without UK name
89339;Brisbane;37.68077;-122.39997;4717;West Coast;City without UK name
89341;Buellton;34.6136;-120.19265;5082;West Coast;City without UK name
89343;Carpinteria;34.39888;-119.51846;13727;West Coast;City without UK name
89345;Country Club;37.96881;-121.34078;9379;West Coast;City without UK name
89347;Crockett;38.05242;-122.21302;3094;West Coast;City without UK name
89349;Day Valley;37.03578;-121.86246;3409;West Coast;City without UK name
89351;Deer Park;38.53269;-122.4697;1267;West Coast;City without UK name
89353;Diamond Bar;34.02862;-117.81034;56897;West Coast;City without UK name
89355;El Monte;34.06862;-118.02757;116732;West Coast;City without UK name
89357;Foster City;37.55855;-122.27108;33477;West Coast;City without UK name
89359;Golden Hills;35.14247;-118.49036;8656;West Coast;City without UK name
89361;Irwindale;34.10695;-117.93534;1437;West Coast;City without UK name
89363;Lake Isabella;35.61801;-118.47314;3466;West Coast;City without UK name
89364;Lake San Marcos;33.12615;-117.20837;4437;West Coast;City without UK name
89365;Livingston;37.38688;-120.72353;13902;West Coast;City with UK name
89366;Lockeford;38.16353;-121.14994;3233;West Coast;City without UK name
89367;Lucerne;36.38078;-119.6643;3443;West Coast;City without UK name
89368;Mammoth Lakes;37.64855;-118.97208;7946;West Coast;City without UK name
89369;Maywood;33.98668;-118.18535;27888;West Coast;City without UK name
89370;Midpines;37.54438;-119.92045;1204;West Coast;City without UK name
89371;Newport Beach;33.61891;-117.92895;87127;West Coast;City without UK name
89372;Palm Springs;33.8303;-116.54529;47371;West Coast;City without UK name
89373;Pico Rivera;33.98307;-118.09673;64218;West Coast;City without UK name
89374;Pinole;38.00437;-122.29886;19269;West Coast;City without UK name
89375;Placentia;33.87224;-117.87034;52495;West Coast;City without UK name
89376;Point Reyes Station;38.06909;-122.80694;848;West Coast;City without UK name
89377;Rio Del Mar;36.96828;-121.90023;9216;West Coast;City without UK name
89378;San Joaquin;36.60662;-120.18904;4022;West Coast;City without UK name
89379;South Pasadena;34.11612;-118.15035;26151;West Coast;City without UK name
89380;Stinson Beach;37.90048;-122.64443;632;West Coast;City without UK name
89381;Sunol;37.59438;-121.88857;913;West Coast;City without UK name
89382;Universal City;34.1389;-118.35341;105000;West Coast;City without UK name
89383;Vincent;34.50055;-118.11646;15922;West Coast;City without UK name
89384;Westmorland;33.03727;-115.62138;2267;West Coast;City without UK name
89386;Wildomar;33.59891;-117.28004;35632;West Coast;City without UK name
89388;Wofford Heights;35.7069;-118.4562;2200;West Coast;City without UK name
89390;Woodside;37.42994;-122.25386;5561;West Coast;City without UK name
89424;Henderson;36.0397;-114.98194;285667;West Coast;City without UK name
89425;Sun Valley;39.5963;-119.77602;19299;West Coast;City without UK name
89448;Bend;40.25516;-122.20861;619;West Coast;City without UK name
89470;Central Point;42.37596;-122.91643;17995;West Coast;City without UK name
89472;King City;45.40262;-122.80399;3680;West Coast;City without UK name
89474;Milton-Freewater;45.93263;-118.38774;7035;West Coast;City without UK name
89476;Mission;45.67041;-118.68359;1037;West Coast;City without UK name
89477;Moro;45.48401;-120.73117;310;West Coast;City without UK name
89478;New Hope;42.36234;-123.36784;1515;West Coast;City without UK name
89479;Ruch;42.24631;-123.03486;840;West Coast;City without UK name
89480;Seaside;45.99316;-123.92264;6540;West Coast;City without UK name
89481;Shady Cove;42.61068;-122.81254;2904;West Coast;City without UK name
89482;Sisters;44.29095;-121.54921;2472;West Coast;City without UK name
89483;Veneta;44.04873;-123.35093;4800;West Coast;City without UK name
89484;Woodburn;45.14373;-122.85537;25173;West Coast;City without UK name
89493;Algona;47.27899;-122.25206;3144;West Coast;City without UK name
89494;Bellevue;47.61038;-122.20068;139820;West Coast;City without UK name
89495;Bellingham;48.75955;-122.48822;85146;West Coast;City with UK name
89496;Bothell;47.76232;-122.2054;42939;West Coast;City without UK name
89497;Bremerton;47.56732;-122.63264;39520;West Coast;City without UK name
89498;Brier;47.78454;-122.27429;6656;West Coast;City without UK name
89499;Dishman;47.66007;-117.27596;9978;West Coast;City without UK name
89501;Everett;47.97898;-122.20208;108010;West Coast;City without UK name
89503;Felida;45.70956;-122.70732;7385;West Coast;City without UK name
89505;Fox Island;47.25149;-122.62902;3633;West Coast;City without UK name
89507;Granger;46.34207;-120.18727;3695;West Coast;City without UK name
89509;Kennewick;46.21125;-119.13723;78896;West Coast;City without UK name
89511;Kingsgate;47.72704;-122.17957;13065;West Coast;City without UK name
89513;Longbranch;47.20898;-122.7568;3784;West Coast;City without UK name
89515;McMillin;47.13982;-122.23651;1547;West Coast;City without UK name
89517;Meadow Glade;45.75845;-122.56038;2541;West Coast;City without UK name
89519;Newport;48.17963;-117.04326;2137;West Coast;City with UK name
89521;Poulsbo;47.73593;-122.64654;10041;West Coast;City without UK name
89523;Quilcene;47.82231;-122.87572;596;West Coast;City without UK name
89525;Rocky Point;47.59287;-122.66848;1564;West Coast;City without UK name
89527;Steilacoom;47.16982;-122.60263;6211;West Coast;City without UK name
89529;Sunnyslope;47.4729;-120.33674;3252;West Coast;City without UK name
89531;Suquamish;47.73121;-122.55236;4140;West Coast;City without UK name
89533;Tanner;47.47538;-121.74622;1018;West Coast;City without UK name
89535;Woodland;45.90456;-122.74399;5842;West Coast;City without UK name
89536;Zillah;46.40207;-120.262;3138;West Coast;City without UK name
89563;New Hartford Center;41.87996;-72.9753;1385;East Coast;City without UK name
89565;Old Saybrook Center;41.2915;-72.36528;2039;East Coast;City without UK name
89567;Wallingford Center;41.44987;-72.81892;18209;East Coast;City without UK name
89569;Southeast Arcadia;27.18629;-81.8521;6554;East Coast;City without UK name
89571;Zephyrhills West;28.23081;-82.20556;5865;East Coast;City without UK name
89573;Kendall West;25.7065;-80.4388;36154;East Coast;City without UK name
89575;Arden-Arcade;38.6025;-121.37854;92186;West Coast;City without UK name
89577;Ault Field;48.33812;-122.67441;1541;West Coast;City without UK name
89579;Maple Heights-Lake Desire;47.44413;-122.09736;3152;West Coast;City without UK name
89580;March Air Force Base;33.89209;-117.2631;1159;West Coast;City without UK name
89581;La Crescenta-Montrose;34.23216;-118.23529;19653;West Coast;City without UK name
89585;Brookfield;40.81738;-75.06085;675;East Coast;City with UK name
89589;Loudoun Valley Estates;38.98081;-77.5079;3656;East Coast;City without UK name
93122;Georgetown;38.69011;-75.38547;7051;East Coast;City without UK name
93125;Boyette;27.81753;-82.22259;6518;East Coast;City without UK name
93126;Chattahoochee;30.70546;-84.84574;3144;East Coast;City without UK name
93128;Daytona Beach Shores;29.17609;-80.98283;4389;East Coast;City without UK name
93129;DeBary;28.88305;-81.30868;19998;East Coast;City without UK name
93130;Deerfield Beach;26.31841;-80.09977;79768;East Coast;City without UK name
93131;Fellsmere;27.76781;-80.60144;5514;East Coast;City without UK name
93132;Homestead;25.46872;-80.47756;80737;East Coast;City without UK name
93133;Indian River Shores;27.7167;-80.38422;4156;East Coast;City without UK name
93134;Lakeside;30.12996;-81.76815;30943;East Coast;City without UK name
93136;Madison;30.46938;-83.41293;2880;East Coast;City without UK name
93137;Marco Island;25.94121;-81.71842;17690;East Coast;City without UK name
93138;North Andrews Gardens;26.19147;-80.14421;10056;East Coast;City without UK name
93139;Ocean Ridge;26.52702;-80.04837;1904;East Coast;City without UK name
93140;Palatka;29.64858;-81.63758;10390;East Coast;City without UK name
93141;Palm Bay;28.03446;-80.58866;107888;East Coast;City without UK name
93142;Paradise Heights;28.62361;-81.54396;1215;East Coast;City without UK name
93143;Perry;30.11766;-83.58274;7055;East Coast;City without UK name
93144;Pinecrest;25.66705;-80.30811;19452;East Coast;City without UK name
93145;Progress Village;27.9003;-82.36454;5392;East Coast;City without UK name
93146;Redington Beach;27.80864;-82.81121;1471;East Coast;City without UK name
93147;Roseland;27.83586;-80.49311;1472;East Coast;City without UK name
93148;Seville;29.31692;-81.49257;614;East Coast;City without UK name
93149;Surfside;25.87843;-80.1256;6024;East Coast;City without UK name
93150;Terra Mar;26.21619;-80.09532;2909;East Coast;City without UK name
93151;Treasure Island;27.76919;-82.76899;6887;East Coast;City without UK name
93152;Twin Lakes;26.18092;-80.16005;2073;East Coast;City without UK name
93153;Vero Beach;27.63864;-80.39727;16358;East Coast;City without UK name
93154;West DeLand;29.01582;-81.33312;3535;East Coast;City without UK name
93155;Wildwood;28.86542;-82.04058;6590;East Coast;City without UK name
93156;Ashburn;31.70601;-83.65322;3820;East Coast;City without UK name
93157;Clarkston;33.80955;-84.23964;12215;East Coast;City with UK name
93158;Dock Junction;31.20245;-81.51677;7721;East Coast;City without UK name
93159;Doraville;33.89816;-84.28326;10896;East Coast;City without UK name
93160;Euharlee;34.14482;-84.933;4261;East Coast;City without UK name
93161;Gray;33.00958;-83.53378;3269;East Coast;City without UK name
93162;Harlem;33.41458;-82.31262;2967;East Coast;City without UK name
93163;Isle of Hope;31.98188;-81.06094;2402;East Coast;City without UK name
93164;Jefferson;34.11705;-83.57239;10195;East Coast;City without UK name
93165;Kingsland;30.79996;-81.68983;16487;East Coast;City with UK name
93166;Knoxville;32.72431;-83.99769;69;East Coast;City without UK name
93167;Metter;32.39712;-82.06012;4111;East Coast;City without UK name
93168;Morven;30.94158;-83.49933;532;East Coast;City without UK name
93169;Mount Vernon;32.17851;-82.59458;2276;East Coast;City without UK name
93170;North Druid Hills;33.81677;-84.31326;18947;East Coast;City without UK name
93171;Peachtree City;33.39678;-84.59576;35240;East Coast;City without UK name
93172;Richmond Hill;31.93827;-81.30344;11935;East Coast;City without UK name
93173;Sandersville;32.98154;-82.81014;5752;East Coast;City without UK name
93174;Swainsboro;32.59739;-82.33374;7471;East Coast;City without UK name
93175;Union Point;33.61568;-83.0746;1709;East Coast;City without UK name
93176;Washington;33.73679;-82.73931;3981;East Coast;City with UK name
93209;Barbourville;36.86648;-83.88881;3174;East Coast;City without UK name
93210;Augusta;42.97479;-75.50129;2041;East Coast;City without UK name
93211;Baxter Estates;40.83482;-73.69541;1012;East Coast;City without UK name
93212;Blauvelt;41.06343;-73.95764;5689;East Coast;City without UK name
93213;Boonville;43.48368;-75.33656;2040;East Coast;City without UK name
93214;Brewerton;43.23812;-76.14076;4029;East Coast;City without UK name
93215;Byron;43.07978;-78.0639;2369;East Coast;City without UK name
93216;Chadwicks;43.02785;-75.27155;1506;East Coast;City without UK name
93217;Chittenango;43.04507;-75.86658;4891;East Coast;City without UK name
93218;Clinton;43.0484;-75.3785;1891;East Coast;City without UK name
93219;Cobleskill;42.67785;-74.48542;4566;East Coast;City without UK name
93220;Cold Spring Harbor;40.87149;-73.45679;5070;East Coast;City without UK name
93221;Delevan;42.48923;-78.48085;1058;East Coast;City without UK name
93222;East Norwich;40.84677;-73.53512;2709;East Coast;City without UK name
93223;Freeville;42.51396;-76.3466;520;East Coast;City without UK name
93224;Glenwood Landing;40.83066;-73.63874;3779;East Coast;City without UK name
93225;Goshen;41.40204;-74.32432;5397;East Coast;City without UK name
93226;Greece;43.20978;-77.69306;14519;East Coast;City without UK name
93227;Hannibal;43.32118;-76.57883;534;East Coast;City without UK name
93228;Holbrook;40.81232;-73.07844;27195;East Coast;City with UK name
93229;Hornell;42.32785;-77.6611;8336;East Coast;City without UK name
93230;Hyde Park;41.78482;-73.93319;1908;East Coast;City without UK name
93231;Jericho;40.79204;-73.53985;13567;East Coast;City without UK name
93232;Lancaster;42.90061;-78.67031;10258;East Coast;City with UK name
93233;Laurel Hollow;40.85677;-73.46957;2036;East Coast;City without UK name
93234;Manhasset Hills;40.75927;-73.67985;3592;East Coast;City without UK name
93235;Mastic;40.80204;-72.84094;15481;East Coast;City without UK name
93236;Mohawk;43.01146;-75.00404;2628;East Coast;City without UK name
93237;Morrisville;42.89868;-75.64018;1764;East Coast;City without UK name
93238;North New Hyde Park;40.74316;-73.69319;14899;East Coast;City without UK name
93239;North Syracuse;43.13479;-76.12992;6853;East Coast;City without UK name
93240;Paul Smiths;44.43867;-74.25266;671;East Coast;City without UK name
93241;Phoenix;43.23118;-76.30076;2311;East Coast;City without UK name
93242;Port Byron;43.03451;-76.62383;1243;East Coast;City without UK name
93243;Port Dickinson;42.13341;-75.89631;1594;East Coast;City without UK name
93244;Port Jefferson;40.94649;-73.06927;7842;East Coast;City without UK name
93245;Port Richmond;40.63316;-74.13653;15470;East Coast;City without UK name
93246;Redwood;44.30089;-75.80134;605;East Coast;City without UK name
93247;Roosevelt;40.67871;-73.58902;16258;East Coast;City without UK name
93248;Saddle Rock;40.79427;-73.74847;877;East Coast;City without UK name
93249;Savona;42.28868;-77.21831;808;East Coast;City without UK name
93250;Schuylerville;43.10008;-73.58178;1374;East Coast;City without UK name
93251;Stapleton;40.62649;-74.07764;5365;East Coast;City without UK name
93252;Warrensburg;43.49674;-73.77623;3103;East Coast;City without UK name
93253;Watertown;43.97478;-75.91076;26780;East Coast;City without UK name
93254;Weedsport;43.04868;-76.56272;1761;East Coast;City without UK name
93255;West Hills;40.81621;-73.43234;5592;East Coast;City without UK name
93256;Anna;40.39449;-84.17272;1545;East Coast;City without UK name
93257;Bay Village;41.48477;-81.92208;15402;East Coast;City without UK name
93258;Bedford;41.39311;-81.53651;12747;East Coast;City with UK name
93259;Bethesda;40.01618;-81.0726;1245;East Coast;City with UK name
93260;Bolivar;40.65006;-81.45206;992;East Coast;City without UK name
93261;Bradford;40.13227;-84.43078;1847;East Coast;City with UK name
93262;Chagrin Falls;41.43616;-81.3865;4021;East Coast;City without UK name
93263;Churchill;41.162;-80.6648;2149;East Coast;City with UK name
93264;Collins;41.25866;-82.49128;631;East Coast;City without UK name
93265;Continental;41.10033;-84.26634;1119;East Coast;City without UK name
93266;Findlay;41.04422;-83.64993;41149;East Coast;City without UK name
93267;Girard;41.15395;-80.70147;9599;East Coast;City without UK name
93268;Glendale;41.397;-81.54234;2164;East Coast;City without UK name
93269;Haskins;41.46477;-83.70605;1232;East Coast;City without UK name
93270;Lakewood;41.48199;-81.79819;50656;East Coast;City without UK name
93271;Lima;40.74255;-84.10523;37873;East Coast;City without UK name
93272;Lyndhurst;41.52005;-81.48873;13691;East Coast;City with UK name
93273;Minerva Park;40.07645;-82.94379;1318;East Coast;City without UK name
93274;Niles;41.18284;-80.76536;18651;East Coast;City without UK name
93275;Olmsted Falls;41.37505;-81.90819;8889;East Coast;City without UK name
93276;Quincy;40.29922;-83.96883;687;East Coast;City without UK name
93277;Rocky River;41.4756;-81.8393;20376;East Coast;City without UK name
93278;Shiloh;40.96672;-82.60045;630;East Coast;City without UK name
93279;Tuscarawas;40.39479;-81.40706;1056;East Coast;City without UK name
93280;Westfield Center;41.02644;-81.9332;1134;East Coast;City without UK name
93281;Yorkville;40.15452;-80.71036;1044;East Coast;City without UK name
93282;Big Run;40.96701;-78.87837;613;East Coast;City without UK name
93283;Carbondale;41.57369;-75.50185;8566;East Coast;City without UK name
93284;Enhaut;40.23176;-76.82692;1007;East Coast;City without UK name
93285;Erie;42.12922;-80.08506;99475;East Coast;City without UK name
93286;Fellsburg;40.18313;-79.82421;1180;East Coast;City without UK name
93287;Greenwood;40.5359;-78.35751;2458;East Coast;City without UK name
93288;Hiller;40.01035;-79.90088;1155;East Coast;City without UK name
93289;Hudson;41.2748;-75.83603;1443;East Coast;City without UK name
93290;Hulmeville;40.14317;-74.911;996;East Coast;City without UK name
93291;Hummelstown;40.26537;-76.7083;4561;East Coast;City without UK name
93292;Huntingdon;40.4848;-78.01028;7029;East Coast;City with UK name
93293;Irwin;40.32451;-79.70115;3859;East Coast;City without UK name
93294;Juniata Terrace;40.58563;-77.57833;540;East Coast;City without UK name
93295;Kutztown;40.51732;-75.77742;5028;East Coast;City without UK name
93296;Lebanon;40.34093;-76.41135;25534;East Coast;City without UK name
93297;Monongahela;40.20313;-79.92616;4192;East Coast;City without UK name
93298;Mount Wolf;40.06315;-76.70386;1382;East Coast;City without UK name
93299;Newell;40.07563;-79.8981;531;East Coast;City without UK name
93300;Newville;40.17314;-77.3986;1331;East Coast;City without UK name
93301;Orchard Hills;40.58618;-79.53143;1952;East Coast;City without UK name
93302;Pittston;41.32591;-75.78936;7651;East Coast;City without UK name
93303;Sharon;41.23311;-80.4934;13562;East Coast;City without UK name
93304;Southwest Greensburg;40.29118;-79.54698;2086;East Coast;City without UK name
93305;Spring Hill;40.37646;-78.67002;839;East Coast;City without UK name
93306;Temple;40.4087;-75.9216;1877;East Coast;City without UK name
93307;Thompsontown;40.56453;-77.23721;680;East Coast;City without UK name
93308;Trappe;40.19899;-75.47629;3553;East Coast;City without UK name
93309;Warren;41.84395;-79.14504;9334;East Coast;City without UK name
93310;Washington;40.17396;-80.24617;13497;East Coast;City with UK name
93311;West Hills;40.82423;-79.5431;1263;East Coast;City without UK name
93312;Williamsburg;40.46202;-78.19973;1222;East Coast;City without UK name
93313;Exeter;41.5776;-71.53756;6426;East Coast;City with UK name
93314;Jamestown;41.49705;-71.36728;5755;East Coast;City without UK name
93321;Dover;42.94369;-72.80399;1437;East Coast;City with UK name
93322;Hartford;43.66063;-72.33842;9779;East Coast;City with UK name
93323;South Royalton;43.8209;-72.52121;694;East Coast;City without UK name
93347;Aliso Viejo;33.56504;-117.72712;50195;West Coast;City without UK name
93348;Alondra Park;33.88946;-118.33091;8592;West Coast;City without UK name
93349;Altadena;34.18973;-118.13118;42777;West Coast;City without UK name
93350;Anza;33.55503;-116.67363;3014;West Coast;City without UK name
93351;Artesia;33.86585;-118.08312;16961;West Coast;City without UK name
93352;Baker;35.26498;-116.07446;735;West Coast;City without UK name
93353;Bodega Bay;38.33325;-123.04806;1077;West Coast;City without UK name
93354;Camp Meeker;38.42519;-122.95944;2461;West Coast;City without UK name
93355;Danville;37.82159;-121.99996;44400;West Coast;City without UK name
93356;East Sonora;37.9777;-120.3613;2266;West Coast;City without UK name
93357;El Dorado Hills;38.68574;-121.08217;42108;West Coast;City without UK name
93358;Fairbanks Ranch;32.99393;-117.18726;3148;West Coast;City without UK name
93359;Fresno;36.74773;-119.77237;520052;West Coast;City without UK name
93360;Huntington Park;33.98168;-118.22507;59430;West Coast;City without UK name
93361;Lake Wildwood;39.23295;-121.20051;4991;West Coast;City without UK name
93362;Larkspur;37.93409;-122.53525;12417;West Coast;City without UK name
93363;Los Banos;37.05828;-120.84992;37457;West Coast;City without UK name
93364;Los Berros;35.07887;-120.54267;641;West Coast;City without UK name
93365;Maricopa;35.05886;-119.40095;1192;West Coast;City without UK name
93366;Mayflower Village;34.11501;-118.00979;5515;West Coast;City without UK name
93367;Pleasant Hill;37.94798;-122.0608;34810;West Coast;City without UK name
93368;Quartz Hill;34.64526;-118.21813;10912;West Coast;City without UK name
93369;Rancho Penasquitos;32.95949;-117.11531;60000;West Coast;City without UK name
93370;San Fernando;34.28195;-118.43897;24931;West Coast;City without UK name
93371;San Marcos;33.14337;-117.16614;92931;West Coast;City without UK name
93372;Santa Venetia;37.99853;-122.52525;4292;West Coast;City without UK name
93373;Seal Beach;33.74141;-118.10479;24619;West Coast;City without UK name
93374;Solvang;34.59582;-120.13765;5741;West Coast;City without UK name
93375;Sorrento Valley;32.89991;-117.19451;5000;West Coast;City without UK name
93376;Stratford;36.1894;-119.82319;1277;West Coast;City with UK name
93377;Temecula;33.49364;-117.14836;110003;West Coast;City without UK name
93378;Thermal;33.6403;-116.13945;2865;West Coast;City without UK name
93379;Tracy;37.73987;-121.42618;87075;West Coast;City without UK name
93380;Valinda;34.04529;-117.94367;22822;West Coast;City without UK name
93381;Waterloo;38.03464;-121.18689;572;West Coast;City with UK name
93400;Fallon;39.47353;-118.77737;8458;West Coast;City without UK name
93401;Kingsbury;38.97713;-119.90685;2152;West Coast;City with UK name
93402;Silver Springs;39.41547;-119.22461;5296;West Coast;City without UK name
93403;Tonopah;38.06716;-117.23008;2478;West Coast;City without UK name
93409;O'Brien;42.06734;-123.70312;504;West Coast;City without UK name
93411;Ferndale;40.57624;-124.26394;1369;West Coast;City with UK name
93412;Rio Dell;40.4993;-124.10644;3387;West Coast;City without UK name
93415;Moyie Springs;48.72633;-116.18853;717;West Coast;City without UK name
93427;Beaverton;45.48706;-122.80371;96577;West Coast;City without UK name
93428;Canby;45.2629;-122.69259;17271;West Coast;City without UK name
93429;Florence;43.98262;-124.09984;8649;West Coast;City without UK name
93430;Gaston;45.43623;-123.13955;688;West Coast;City without UK name
93431;Grants Pass;42.43933;-123.33067;37088;West Coast;City without UK name
93432;Green;43.16039;-123.36785;7515;West Coast;City without UK name
93433;Lacomb;44.58512;-122.74342;546;West Coast;City without UK name
93434;Newport;44.63678;-124.05345;10268;West Coast;City with UK name
93435;Sublimity;44.82957;-122.79453;2870;West Coast;City without UK name
93436;The Dalles;45.59456;-121.17868;15340;West Coast;City without UK name
93437;Warm Springs;44.76345;-121.26616;2945;West Coast;City without UK name
93439;Anacortes;48.5126;-122.61267;16403;West Coast;City without UK name
93440;Carbonado;47.07982;-122.0515;625;West Coast;City without UK name
93441;East Renton Highlands;47.48482;-122.11234;11140;West Coast;City without UK name
93442;Everson;48.92012;-122.34266;2600;West Coast;City without UK name
93443;Kettle Falls;48.61074;-118.05582;1597;West Coast;City without UK name
93444;Longview Heights;46.18039;-122.95706;3851;West Coast;City without UK name
93445;Ocean Shores;46.9737;-124.15629;5699;West Coast;City without UK name
93446;Port Ludlow;47.92537;-122.68349;2603;West Coast;City without UK name
93447;Satus;46.27013;-120.15033;746;West Coast;City without UK name
93448;Southworth;47.51204;-122.5018;2185;West Coast;City without UK name
93449;Summitview;46.59651;-120.64201;967;West Coast;City without UK name
93450;Tonasket;48.70515;-119.4395;1016;West Coast;City without UK name
93451;West Richland;46.3043;-119.36141;13746;West Coast;City without UK name
93452;West Valley;46.59207;-120.60507;12655;West Coast;City without UK name
93460;Conning Towers-Nautilus Park;41.38548;-72.06877;8834;East Coast;City without UK name
93461;Carnot-Moon;40.51856;-80.21736;11372;East Coast;City without UK name
93462;Holiday City-Berkeley;39.9638;-74.27803;12831;East Coast;City without UK name
93463;Saugerties South;42.06139;-73.95067;2218;East Coast;City without UK name
93464;Monarch Mill;34.7161;-81.585;1811;East Coast;City without UK name
93465;Edwards Air Force Base;34.91637;-117.93535;2063;West Coast;City without UK name
93466;Fetters Hot Springs-Agua Caliente;38.3214;-122.48682;4144;West Coast;City without UK name
93467;Garden Home-Whitford;45.464;-122.75891;6674;West Coast;City without UK name
93470;Summerlin South;36.11708;-115.33001;24085;West Coast;City without UK name
93477;Linnell Camp;36.30889;-119.22258;849;West Coast;City without UK name
93478;South Kingstown;41.44718;-71.52494;30826;East Coast;City without UK name
93482;Scotts Mill;35.72666;-78.8839;2400;East Coast;City without UK name
93874;Burnside;36.98897;-84.59994;843;East Coast;City without UK name
93876;Flat Lick;36.82898;-83.7702;960;East Coast;City without UK name
93877;Flatwoods;38.52258;-82.71711;7335;East Coast;City without UK name
93878;Fleming-Neon;37.19232;-82.70571;728;East Coast;City without UK name
93879;Garrison;38.60619;-83.17323;866;East Coast;City without UK name
93881;Highland Heights;39.03312;-84.45189;7183;East Coast;City without UK name
93882;La Grange;38.40757;-85.37885;8619;East Coast;City without UK name
93883;London;37.12898;-84.08326;8126;East Coast;City with UK name
93884;Owingsville;38.1448;-83.76408;1581;East Coast;City without UK name
93889;Taylor Mill;38.99756;-84.49633;6769;East Coast;City without UK name
93890;Vine Grove;37.81007;-85.98135;5760;East Coast;City without UK name
93891;Warsaw;38.7834;-84.90162;1695;East Coast;City without UK name
93892;Westwood;38.48314;-82.66988;4746;East Coast;City with UK name
93893;Wheelwright;37.3326;-82.72099;551;East Coast;City without UK name
93903;Bladensburg;38.93928;-76.93386;9640;East Coast;City without UK name
93904;Cambridge;38.56317;-76.07883;12507;East Coast;City with UK name
93905;Drum Point;38.32679;-76.42606;2731;East Coast;City without UK name
93906;Funkstown;39.60899;-77.70444;884;East Coast;City without UK name
93907;Linthicum;39.20511;-76.65275;10324;East Coast;City without UK name
93908;Randallstown;39.36733;-76.79525;32430;East Coast;City without UK name
93909;Riverside;39.17344;-76.88525;6507;East Coast;City without UK name
93910;Rossmoor;39.10372;-77.07109;8453;East Coast;City without UK name
93911;Rossville;39.33844;-76.47968;15147;East Coast;City without UK name
93942;Castle Hayne;34.35572;-77.89999;1202;East Coast;City without UK name
